score,title,likereview,dislikereview,country,rometype,intimelong,people,inrometime,reviewtime,help_vote,unhelp_vote
6.0,Iconic hotel but very dated. Requires more attention for staying guests,"Breakfast was very lovely. Bed quite comfortable. Beautiful bathroom and lovely white company products. Got a congratulations cake (it was the night before my wedding). Great concierge staff, very helpful and even found a vase for my peonies!","I was not able to check in at the time I was told would be the ‘latest’ therefore missing half of my spa time. I was escorted to use a staff cupboard room to open my luggage to get my swimming things. Spa reservation was all messed up and upset me as I had organised the afternoon for my family as a present. After resolution, I further asked if my key card to my room could be handed over to my mum so she needn’t wait for me after she had finished her treatment. This was completely overlooked and she ended up waiting an extra half hour alone in the changing rooms. Overall, poor attention o detail for staying guests and lack of efficient service for, what is, classified as a luxury hotel.",United Kingdom,Landmark Junior Suite,1 night ·,Couple,June 2021,5 June 2021,,
7.0,Good,,I would have preferred a variety in breakfast options over the days . We were there for 4 days and the breakfast became repetitive.,United Kingdom,Family Room (2 Adults + 2 Children),4 nights ·,Family,June 2021,5 June 2021,,
7.0,Dirty Room/ Sky not working,The atrium lobby entrance and breakfast.Olga at front desk was good at dealing with our issues upon check out.,We initially checked in and were told we would get a call when our suite was ready. This did not happen. We got to our suite and the hallway smelt of cigars/ cigarettes. The suite was smaller than we had booked for. We contacted the front desk for assistance and did not hear back from them .We asked for our suite to be cleaned at 9.30am when we headed out and to our shock upon arriving back at 6.30pm the maid had just finished the room and did not clean the bathroom. During Covid this made us uneasy with the hygiene and time taken for cleaning for guests.Our sky tv did not work and a technician came to say he cannot do anything. The Hotel stated they took more guests than they could handle.  We decided to cancel our future stay with the hotel as it did not meet what our expectations for a 5* hotel should be.,United Kingdom,Landmark Junior Suite,2 nights ·,Couple,May 2021,4 June 2021,,
6.0,it was ok but nothing more than that,The location of the Landmark is fantastic for getting anywhere in London.  The rooms are a very good size and are largely comfortable.,"We had a room looking over the inner courtyard which we felt was very airless.  Made worse by the fact that the AC didnt work properly so our room was always too warm.  We complained twice but it couldnt be fixed so we in the end asked for an extra fan.Room cleaning wasnt great and on sunday, having been out of our rooms ALL day, we got back at 4pm to find that they still hadnt been cleaned which was extremely annoying;We were not told at booking that due to Covid the swimming pool needed to be booked to use it.  We were traveling with kids so a pool was a key thing we booked the hotel for.  When we found out about 10 days before arrival we had to go on the waitlist.  Luckily we cleared the waitlist and were allocated a swim on sunday morning but were not told we all needed swim caps.  Just not very professional...in the end the hotel did not charge us for the caps.",United Kingdom,Double Room,3 nights ·,Family,May 2021,1 June 2021,,
3.0,Disgusting,The room and hotel looks amazing,Was not informed that you have to book the spa area. Paid money for the room which to my understanding included facilities . However what an absolute waste of money was not made aware you had to book .,United Kingdom,Executive Double Room,1 night ·,Couple,May 2021,27 May 2021,,
7.0,Great stay,Beautiful luxurious 5* hotel with a festive decor. Amazing and Spacious room with comfortable bed and lavish furnitures. The white marble bathroom was beautiful. The service was excellent. Really enjoyed the stay. The room was overlooking the palm court winter garden so the view was spectacular.,"The room  facilities may need an refurbishment particularly for the TV, we was not able to watch anything high resolution eg. Films on youtube. It was an old model of TV so I guess it doesn’t support the  1080p screen quality. The sky channel was blocked due to govt current measure but was understandable we ended up not using the TV. Also, the air conditioning didnt work properly, sometimes it stopped producing the cool air and making the whole room warmer than it should. The fan was not as strong so it wasnt airy in the room.",United Kingdom,Executive Double Room,1 night ·,Couple,December 2020,21 December 2020,,
3.0,Great hotel but careless staff,"The room was clean great location, good Christmas decorations.","Our breakfast was 2 hours and 20 minutes late and it arrived wrong and cold. I have 10 year old daughter and we all couldn’t sleep at night time, there was this noise I don’t know if it was maintenance or something else. Room 262 started around 11 at night to 9 in the morning.",United Kingdom,Family Room (2 Adults + 2 Children),1 night ·,Family,December 2020,14 December 2020,,
6.0,Pleasant,Amazing hotel.,"Considering hotel was not anywhere near capacity. The service was long even to have something delivered to the room. I had to call several times as some items would take 30 mins.I requested breakfast for 6.35 as my wife had to go to work that day. Breakfast turned up at 6.55 which meant she was running late.I was then overcharged £22,50 for cinnamon toast which I did not order I was reimbursed the £22.50 but have not received the outstanding £25 I am still owed from leaving a £100 deposit on check in I have spoken several times on the phone &amp; I get no sense as there English is pretty broken. Very frustrating for a hotel of this Calibre. Even when it was operating at less than 50% capacity NOT HAPPY!!!",United Kingdom,Deluxe Double Room,1 night ·,Couple,November 2020,6 November 2020,,
1.0,Took double money out of my account and put in a small room - disappointing,Pretty inside,Small room,United Kingdom,Double Room,1 night ·,Family,October 2020,8 October 2020,,
7.0,An amazing place to spend your anniversary,The atrium/winter garden restaurant was amazing. The stay in the hotel is great experience and the dinner we had at the restaurant was great - this place is very under rated. The staff were particularly friendly and understanding.,,United Kingdom,Double Room,1 night ·,Family,September 2020,8 September 2020,,
5.0,Slightly disappointed.,,"Arrival at reception, poor communication and lack of information about check in and check our process. Waited 40 mins for drinks we ordered, asked for them to be brought up to the room as tired of waiting then didn’t bring the right drinks and then tried to charge us a fiver for them to be delivered. Not a 5 star experience.",United Kingdom,Executive Double Room,1 night ·,Couple,August 2020,31 August 2020,,
6.0,Satisfactory but didn't feel special,"Staff were good, the hotel is close to where we needed to be","We are both Vegans and several mistakes were made with regards our choices, there was limited availability of vegan options for breakfast and dinner.  Could be related to Covid-19, but there seemed to be a shortage of waiting staff in restaurant, so we waited quite a while for our meals etc and when we had finished, out table was not cleared for around 20 minutes after dinner.  This hotel is certainly not cheap, but we had stayed there after getting married (and had an excellent, enjoyable time).  This visit was for our 10th anniversary, but it just didn't feel special as we had expected for the price etc.",United Kingdom,Double Room,2 nights ·,Couple,August 2020,28 August 2020,,
7.0,"Overall, very good hotel",I liked that it seemed like a hotel from Dynasty in the 80s,"At the same time, it seemed dated but not on purpose",United Kingdom,Double Room,1 night ·,Family,January 2020,25 February 2020,,
